x,y,r,M_x,M_y,M_z,M,phi
0,0,70.71067811865476,0.0,-0.0,0.0,0.0,0.0
0,1,70.00714249274856,0.0,-6.934789662624463e-05,0.0,6.934789662624463e-05,0.0
0,2,69.31089380465383,0.0,-0.00013872464843210788,0.0,0.00013872464843210788,0.0
0,3,68.62215385719105,0.0,-0.0002081624450504388,0.0,0.0002081624450504388,0.0
0,4,67.94115100585212,0.0,-0.00027768451944106253,0.0,0.00027768451944106253,0.0
0,5,67.26812023536856,0.0,-0.00034732409044696387,0.0,0.00034732409044696387,0.0
0,6,66.60330322138685,0.0,-0.0004170964902181992,0.0,0.0004170964902181992,0.0
0,7,65.94694837519019,0.0,-0.000487033637038306,0.0,0.000487033637038306,0.0
0,8,65.29931086925804,0.0,-0.0005571406880636691,0.0,0.0005571406880636691,0.0
0,9,64.66065264130884,0.0,-0.0006274459057025837,0.0,0.0006274459057025837,0.0
0,10,64.03124237432849,0.0,-0.0006979420058779925,0.0,0.0006979420058779925,0.0
0,11,63.41135544995076,0.0,-0.0007686512240401817,0.0,0.0007686512240401817,0.0
0,12,62.80127387243033,0.0,-0.0008395515931704008,0.0,0.0008395515931704008,0.0
0,13,62.20128616033595,0.0,-0.0009106569601698584,0.0,0.0009106569601698584,0.0
0,14,61.61168720299745,0.0,-0.0009819284921124736,0.0,0.0009819284921124736,0.0
0,15,61.032778078668514,0.0,-0.0010533693403899191,0.0,0.0010533693403899191,0.0
0,16,60.4648658313239,0.0,-0.0011249217379222358,0.0,0.0011249217379222358,0.0
0,17,59.90826320300064,0.0,-0.0011965759570502805,0.0,0.0011965759570502805,0.0
0,18,59.36328831862332,0.0,-0.0012682534240178057,0.0,0.0012682534240178057,0.0
0,19,58.83026432033091,0.0,-0.001339929567023045,0.0,0.001339929567023045,0.0
0,20,58.309518948453004,0.0,-0.0014115034366046708,0.0,0.0014115034366046708,0.0
0,21,57.8013840664737,0.0,-0.0014829339921127208,0.0,0.0014829339921127208,0.0
0,22,57.30619512757761,0.0,-0.0015540967767446075,0.0,0.0015540967767446075,0.0
0,23,56.824290580701486,0.0,-0.0016249331433413376,0.0,0.0016249331433413376,0.0
0,24,56.356011214421486,0.0,-0.0016952945895607353,0.0,0.0016952945895607353,0.0
0,25,55.90169943749474,0.0,-0.0017651043764646969,0.0,0.0017651043764646969,0.0
0,26,55.46169849544819,0.0,-0.0018341901812922647,0.0,0.0018341901812922647,0.0
0,27,55.036351623268054,0.0,-0.0019024575136947573,0.0,0.0019024575136947573,0.0
0,28,54.62600113499065,0.0,-0.0019697113892537988,0.0,0.0019697113892537988,0.0
0,29,54.230987451824994,0.0,-0.0020358408972914687,0.0,0.0020358408972914687,0.0
0,30,53.85164807134504,0.0,-0.0021006306361816903,0.0,0.0021006306361816903,0.0
0,31,53.48831648126533,0.0,-0.0021639557324115307,0.0,0.0021639557324115307,0.0
0,32,53.14132102234569,0.0,-0.002225583807681353,0.0,0.002225583807681353,0.0
0,33,52.81098370604357,0.0,-0.0022853796907791064,0.0,0.0022853796907791064,0.0
0,34,52.49761899362675,0.0,-0.002343098705927282,0.0,0.002343098705927282,0.0
0,35,52.20153254455275,0.0,-0.0023986002573276634,0.0,0.0023986002573276634,0.0
0,36,51.92301994298868,0.0,-0.002451633238669882,0.0,0.002451633238669882,0.0
0,37,51.66236541235796,0.0,-0.002502057606329671,0.0,0.002502057606329671,0.0
0,38,51.419840528729765,0.0,-0.0025496227131707448,0.0,0.0025496227131707448,0.0
0,39,51.19570294468082,0.0,-0.0025941959230985387,0.0,0.0025941959230985387,0.0
0,40,50.99019513592785,0.0,-0.002635534671401466,0.0,0.002635534671401466,0.0
0,41,50.80354318352215,0.0,-0.0026735211147189647,0.0,0.0026735211147189647,0.0
0,42,50.635955604688654,0.0,-0.002707928719458246,0.0,0.002707928719458246,0.0
0,43,50.48762224545735,0.0,-0.0027386618921383167,0.0,0.0027386618921383167,0.0
0,44,50.35871324805669,0.0,-0.002765517901697151,0.0,0.002765517901697151,0.0
0,45,50.24937810560445,0.0,-0.0027884304006055255,0.0,0.0027884304006055255,0.0
0,46,50.15974481593781,0.0,-0.002807227500554876,0.0,0.002807227500554876,0.0
0,47,50.08991914547278,0.0,-0.0028218780787047926,0.0,0.0028218780787047926,0.0
0,48,50.039984012787215,0.0,-0.0028322468522201986,0.0,0.0028322468522201986,0.0
0,49,50.00999900019995,0.0,-0.0028383423684874083,0.0,0.0028383423684874083,0.0
0,50,50.0,0.0,-0.0028400699626964557,0.0,0.0028400699626964557,0.0
0,51,50.00999900019995,0.0,-0.002837480354982137,0.0,0.002837480354982137,0.0
0,52,50.039984012787215,0.0,-0.0028305214242101973,0.0,0.0028305214242101973,0.0
0,53,50.08991914547278,0.0,-0.0028192863749379802,0.0,0.0028192863749379802,0.0
0,54,50.15974481593781,0.0,-0.0028037653144897547,0.0,0.0028037653144897547,0.0
0,55,50.24937810560445,0.0,-0.0027840920021448006,0.0,0.0027840920021448006,0.0
0,56,50.35871324805669,0.0,-0.002760296268377049,0.0,0.002760296268377049,0.0
0,57,50.48762224545735,0.0,-0.0027325484103460987,0.0,0.0027325484103460987,0.0
0,58,50.635955604688654,0.0,-0.002700913534347987,0.0,0.002700913534347987,0.0
0,59,50.80354318352215,0.0,-0.002665592708467008,0.0,0.002665592708467008,0.0
0,60,50.99019513592785,0.0,-0.002626680335536227,0.0,0.002626680335536227,0.0
0,61,51.19570294468082,0.0,-0.002584401210492356,0.0,0.002584401210492356,0.0
0,62,51.419840528729765,0.0,-0.0025388720375845203,0.0,0.0025388720375845203,0.0
0,63,51.66236541235796,0.0,-0.002490333564104825,0.0,0.002490333564104825,0.0
0,64,51.92301994298868,0.0,-0.0024389173413060772,0.0,0.0024389173413060772,0.0
0,65,52.20153254455275,0.0,-0.002384872118256265,0.0,0.002384872118256265,0.0
0,66,52.49761899362675,0.0,-0.0023283369128423164,0.0,0.0023283369128423164,0.0
0,67,52.81098370604357,0.0,-0.0022695608524733323,0.0,0.0022695608524733323,0.0
0,68,53.14132102234569,0.0,-0.0022086835736199305,0.0,0.0022086835736199305,0.0
0,69,53.48831648126533,0.0,-0.0021459476944203685,0.0,0.0021459476944203685,0.0
0,70,53.85164807134504,0.0,-0.0020814875033759485,0.0,0.0020814875033759485,0.0
0,71,54.230987451824994,0.0,-0.0020155332474469205,0.0,0.0020155332474469205,0.0
0,72,54.62600113499065,0.0,-0.0019482090076672614,0.0,0.0019482090076672614,0.0
0,73,55.036351623268054,0.0,-0.00187972798936273,0.0,0.00187972798936273,0.0
0,74,55.46169849544819,0.0,-0.0018102004185797293,0.0,0.0018102004185797293,0.0
0,75,55.90169943749474,0.0,-0.0017398190317766881,0.0,0.0017398190317766881,0.0
0,76,56.356011214421486,0.0,-0.0016686777648246675,0.0,0.0016686777648246675,0.0
0,77,56.824290580701486,0.0,-0.0015969466596965972,0.0,0.0015969466596965972,0.0
0,78,57.30619512757761,0.0,-0.0015247020587988835,0.0,0.0015247020587988835,0.0
0,79,57.8013840664737,0.0,-0.0014520901762961052,0.0,0.0014520901762961052,0.0
0,80,58.309518948453004,0.0,-0.0013791694549411355,0.0,0.0013791694549411355,0.0
0,81,58.83026432033091,0.0,-0.0013060620891953206,0.0,0.0013060620891953206,0.0
0,82,59.36328831862332,0.0,-0.001232809149000045,0.0,0.001232809149000045,0.0
0,83,59.90826320300064,0.0,-0.001159509389595504,0.0,0.001159509389595504,0.0
0,84,60.4648658313239,0.0,-0.0010861876958286297,0.0,0.0010861876958286297,0.0
0,85,61.032778078668514,0.0,-0.0010129205680302403,0.0,0.0010129205680302403,0.0
0,86,61.61168720299745,0.0,-0.000939718390347613,0.0,0.000939718390347613,0.0
0,87,62.20128616033595,0.0,-0.0008666370416521955,0.0,0.0008666370416521955,0.0
0,88,62.80127387243033,0.0,-0.0007936744409605057,0.0,0.0007936744409605057,0.0
0,89,63.41135544995076,0.0,-0.0007208677956801867,0.0,0.0007208677956801867,0.0
0,90,64.03124237432849,0.0,-0.0006482048255862596,0.0,0.0006482048255862596,0.0
0,91,64.66065264130884,0.0,-0.0005757062265553683,0.0,0.0005757062265553683,0.0
0,92,65.29931086925804,0.0,-0.0005033519211989489,0.0,0.0005033519211989489,0.0
0,93,65.94694837519019,0.0,-0.0004311483836072429,0.0,0.0004311483836072429,0.0
0,94,66.60330322138685,0.0,-0.00035907020926420575,0.0,0.00035907020926420575,0.0
0,95,67.26812023536856,0.0,-0.000287112014467806,0.0,0.000287112014467806,0.0
0,96,67.94115100585212,0.0,-0.00021524556043929412,0.0,0.00021524556043929412,0.0
0,97,68.62215385719105,0.0,-0.00014345600942590998,0.0,0.00014345600942590998,0.0
0,98,69.31089380465383,0.0,-7.171477801313625e-05,0.0,7.171477801313625e-05,0.0
0,99,70.00714249274856,0.0,-0.0,0.0,0.0,0.0
1,0,70.00714249274856,6.934789662624463e-05,-0.0,0.0,6.934789662624463e-05,0.0
1,1,69.29646455628166,6.936232421605394e-05,-6.936232421194266e-05,0.0,9.809313962115612e-05,6.934789662624463e-05
1,2,68.59300255857006,6.940727421209707e-05,-0.00013875574523199773,0.0,0.00015514679032593712,0.00013872464843210788
1,3,67.89698078707183,6.947993550447733e-05,-0.0002082068819286892,0.0,0.00021949388857135286,0.0002081624450504388
1,4,67.20863039818622,6.958082269826254e-05,-0.0002777490138045632,0.0,0.00028633198486507667,0.00027768451944106253
1,5,66.52818951391959,6.970598538856833e-05,-0.0003474019995742497,0.0,0.00035432622497802544,0.00034732409044696387
1,6,65.85590330410783,6.985477329567107e-05,-0.0004171989843042905,0.0,0.00042300671608937987,0.0004170964902181992
1,7,65.19202405202648,7.002209892273495e-05,-0.00048715078965706136,0.0,0.0004921574810983205,0.000487033637038306
1,8,64.53681120105021,7.020613433213885e-05,-0.0005572880820332379,0.0,0.0005616928944486901,0.0005571406880636691
1,9,63.89053137985315,7.040065890716172e-05,-0.0006276103726676395,0.0,0.0006315465403709974,0.0006274459057025837
